property_id,city,locality,property_type,bhk,area_sqft,price,price_per_sqft,floor_no,total_floors,age_years,furnishing_status,property_status,facing,bathrooms,balconies,parking,amenities,monthly_rent,listing_date,seller_type,negotiable,is_sold
PROP02965,Ahmedabad,Satellite,Studio,1,644,5600000,8695.65,21,29,10,Furnished,Ready to Move,East,2,0,2,Swimming Pool|Power Backup|Park|Parking|CCTV|Clubhouse|Lift|Gym,22280,2022-04-05,Owner,Yes,0
PROP02966,Chennai,Velachery,Apartment,1,848,9000000,10613.21,10,11,0,Unfurnished,New Launch,East,2,0,1,Swimming Pool|Gym|CCTV|Park|Lift|Clubhouse,24807,2022-02-23,Owner,Yes,1
PROP02967,Mumbai,Andheri,Row House,3,1670,37900000,22694.61,0,3,5,Furnished,New Launch,East,4,3,2,Clubhouse|Gym|Lift|Swimming Pool|Security|Parking|Park|Power Backup,120513,2019-10-30,Builder,Yes,1
PROP02968,Delhi,Karol Bagh,Apartment,2,785,9100000,11592.36,24,31,10,Semi-Furnished,Ready to Move,North,3,0,2,Security|Swimming Pool,33053,2021-09-17,Builder,No,0
PROP02969,Hyderabad,Banjara Hills,Villa,2,1835,21200000,11553.13,0,8,2,Furnished,Ready to Move,South-East,2,0,1,Lift|Parking|CCTV|Park|Gym|Security|Clubhouse|Swimming Pool|Power Backup,72797,2021-12-27,Builder,Yes,0
PROP02970,Kolkata,New Town,Apartment,3,954,8800000,9224.32,6,9,1,Unfurnished,Under Construction,South-East,4,0,1,Parking|Clubhouse|Swimming Pool|Park,32254,2022-04-23,Builder,No,0
PROP02971,Lucknow,Aliganj,Apartment,4,517,3100000,5996.13,9,11,1,Unfurnished,Ready to Move,North-East,4,1,1,Clubhouse|Park|Power Backup|CCTV|Lift|Security|Gym,9011,2022-07-28,Agent,No,0
PROP02972,Kolkata,Park Street,Independent House,5,1786,17800000,9966.41,0,2,1,Furnished,Under Construction,West,5,1,0,Swimming Pool|Gym|Security|Power Backup|Lift|Park|CCTV|Parking|Clubhouse,46399,2021-05-25,Builder,No,0
PROP02973,Chennai,OMR,Apartment,1,626,6300000,10063.9,11,17,5,Semi-Furnished,New Launch,North-West,2,1,0,CCTV|Swimming Pool|Park|Power Backup|Parking|Lift|Security,18167,2023-10-22,Builder,No,0
PROP02974,Lucknow,Vikas Nagar,Apartment,2,1297,8600000,6630.69,30,30,0,Semi-Furnished,New Launch,South,2,1,2,Park|Power Backup|Security|Lift|CCTV|Parking,23196,2022-06-22,Owner,Yes,1
PROP02975,Delhi,Noida Ext,Row House,4,1782,35300000,19809.2,0,10,1,Furnished,Ready to Move,North-East,4,1,0,Parking|Power Backup|Park|Clubhouse,80750,2021-04-09,Owner,No,1
PROP02976,Ahmedabad,Maninagar,Apartment,2,921,6900000,7491.86,10,19,0,Unfurnished,Under Construction,South,3,2,2,Parking|Lift|Swimming Pool|Park|Gym|CCTV|Clubhouse|Security,16463,2019-03-11,Agent,Yes,1
PROP02977,Delhi,Rohini,Apartment,4,1152,15900000,13802.08,18,23,2,Furnished,New Launch,North-East,5,3,2,CCTV|Park|Swimming Pool|Power Backup|Lift|Security|Parking|Clubhouse,35476,2019-09-07,Agent,No,0
PROP02978,Jaipur,Mansarovar,Apartment,3,730,3600000,4931.51,1,4,10,Semi-Furnished,Ready to Move,South,4,2,0,Lift|CCTV|Security|Clubhouse|Power Backup|Gym|Parking|Swimming Pool|Park,8952,2020-02-17,Builder,Yes,1
PROP02979,Ahmedabad,Vastrapur,Studio,1,508,4500000,8858.27,0,5,0,Furnished,Ready to Move,South,2,0,2,Security|CCTV|Clubhouse|Power Backup|Parking|Gym|Swimming Pool,13327,2019-12-04,Owner,Yes,1
PROP02980,Bangalore,Whitefield,Villa,4,2239,20300000,9066.55,0,7,15,Furnished,Ready to Move,East,5,3,0,Park|CCTV|Parking|Power Backup|Security|Clubhouse|Lift|Gym|Swimming Pool,68350,2020-12-25,Builder,Yes,0
PROP02981,Ahmedabad,Prahlad Nagar,Apartment,1,952,9400000,9873.95,3,13,0,Semi-Furnished,Ready to Move,North-West,1,0,0,CCTV|Security,22445,2021-01-30,Agent,Yes,1
PROP02982,Pune,Baner,Penthouse,3,3054,21900000,7170.92,25,30,20,Unfurnished,Under Construction,South,4,3,2,Parking|Clubhouse|Lift|Gym|Power Backup|CCTV|Swimming Pool|Security,45069,2022-06-24,Builder,Yes,1
PROP02983,Delhi,Gurgaon,Villa,3,2346,31500000,13427.11,0,8,5,Unfurnished,New Launch,South,3,2,0,Security|Park|CCTV|Swimming Pool|Parking,92350,2019-06-19,Builder,Yes,1
PROP02984,Kolkata,Alipore,Independent House,3,1857,13000000,7000.54,0,6,10,Semi-Furnished,Under Construction,South-East,4,3,0,Security|Power Backup|Park|Clubhouse|Lift|Parking|Swimming Pool|Gym|CCTV,29719,2020-12-15,Owner,No,1
PROP02985,Jaipur,Malviya Nagar,Independent House,5,1469,13300000,9053.78,0,0,0,Unfurnished,Ready to Move,West,5,3,0,CCTV|Clubhouse|Lift,29889,2020-09-15,Builder,No,1
PROP02986,Pune,Hadapsar,Studio,1,300,2700000,9000.0,15,15,5,Unfurnished,Under Construction,South,1,0,2,Lift|Parking|Park|Security,7540,2021-06-23,Owner,No,1
PROP02987,Bangalore,Indiranagar,Row House,4,1575,15400000,9777.78,0,9,2,Unfurnished,Under Construction,North-East,5,0,0,Swimming Pool|CCTV|Clubhouse|Park|Lift|Gym|Parking|Power Backup,42389,2023-06-01,Owner,Yes,1
PROP02988,Hyderabad,Madhapur,Apartment,4,918,7300000,7952.07,10,11,1,Unfurnished,New Launch,South,4,1,1,Security|Swimming Pool|Gym|Lift|Power Backup|Park|Parking|CCTV|Clubhouse,20357,2019-08-21,Owner,Yes,0
PROP02989,Hyderabad,Hitech City,Villa,3,1973,12800000,6487.58,0,9,15,Semi-Furnished,Ready to Move,North-West,4,3,2,Security|Park|Parking|CCTV|Clubhouse|Swimming Pool|Gym|Lift,32199,2019-10-12,Owner,No,0
PROP02990,Kolkata,New Town,Villa,4,2682,19900000,7419.84,0,10,5,Furnished,Ready to Move,South,4,0,0,Parking|CCTV|Clubhouse,72601,2020-01-15,Owner,No,1
PROP02991,Hyderabad,Gachibowli,Apartment,2,1203,11400000,9476.31,27,36,2,Furnished,Ready to Move,South,3,2,1,CCTV|Swimming Pool|Clubhouse|Lift|Parking,38024,2020-07-26,Builder,No,1
PROP02992,Jaipur,Tonk Road,Apartment,3,1020,5800000,5686.27,0,4,2,Semi-Furnished,Ready to Move,North,3,1,0,Power Backup|Gym|Clubhouse|CCTV|Swimming Pool,22375,2020-09-24,Owner,Yes,0
PROP02993,Pune,Wakad,Studio,1,414,4300000,10386.47,28,29,5,Semi-Furnished,Under Construction,North-East,1,0,1,Lift|Park|Gym|Clubhouse,17196,2019-12-24,Owner,Yes,0
PROP02994,Chennai,Velachery,Villa,4,2157,18700000,8669.45,0,6,0,Unfurnished,Ready to Move,North,4,3,1,Security|Clubhouse|CCTV,67291,2022-07-09,Builder,Yes,1
PROP02995,Ahmedabad,Bopal,Apartment,5,709,5300000,7475.32,6,16,10,Semi-Furnished,New Launch,West,5,1,0,Power Backup|Parking|Security|CCTV|Swimming Pool|Lift|Clubhouse|Park|Gym,18323,2023-08-17,Owner,Yes,0
PROP02996,Jaipur,Jagatpura,Independent House,2,1815,12000000,6611.57,0,5,5,Unfurnished,New Launch,South,2,2,1,Power Backup|Park|Swimming Pool|CCTV|Parking,46121,2022-07-24,Owner,Yes,0
PROP02997,Hyderabad,Jubilee Hills,Studio,1,451,2400000,5321.51,14,14,20,Semi-Furnished,Ready to Move,North,1,0,2,Park|Security,5368,2021-03-24,Agent,Yes,0
PROP02998,Pune,Kothrud,Apartment,1,651,9000000,13824.88,22,31,1,Unfurnished,Ready to Move,West,2,0,2,Parking|Lift|CCTV|Security|Swimming Pool|Park|Gym|Clubhouse|Power Backup,18170,2023-10-03,Agent,No,1
PROP02999,Ahmedabad,Vastrapur,Apartment,3,966,5200000,5383.02,8,16,20,Semi-Furnished,Ready to Move,North,4,3,1,Park|Power Backup|Lift,11332,2020-10-29,Owner,No,1
PROP03000,Delhi,Gurgaon,Apartment,3,868,10800000,12442.4,17,17,5,Unfurnished,Under Construction,North-West,3,1,2,CCTV|Clubhouse|Gym|Park|Security|Swimming Pool|Power Backup|Lift|Parking,41242,2023-11-30,Owner,Yes,0
PROP03001,Delhi,Vasant Kunj,Apartment,3,518,10700000,20656.37,21,23,1,Furnished,Ready to Move,North,4,0,0,Clubhouse|Parking,31636,2022-01-15,Agent,No,1
PROP03002,Mumbai,Borivali,Villa,2,2027,41900000,20670.94,0,6,1,Unfurnished,Ready to Move,North-East,3,2,2,Swimming Pool|Security|Gym|Park|CCTV|Lift|Clubhouse|Power Backup,116676,2020-01-12,Agent,No,0
PROP03003,Bangalore,Koramangala,Studio,1,317,4900000,15457.41,27,34,15,Furnished,Ready to Move,South-East,2,1,0,Clubhouse|CCTV|Security|Gym|Park|Lift,16924,2022-05-01,Owner,Yes,1
PROP03004,Mumbai,Powai,Villa,2,2577,48900000,18975.55,0,8,5,Unfurnished,Ready to Move,South-East,2,2,0,Clubhouse|Park|Lift,160554,2022-09-23,Builder,Yes,1
PROP03005,Jaipur,Vaishali Nagar,Independent House,4,1911,13500000,7064.36,0,6,10,Semi-Furnished,Ready to Move,North-East,4,3,2,Gym|CCTV|Security,39591,2019-05-07,Agent,Yes,1
PROP03006,Chennai,Sholinganallur,Penthouse,1,2532,23600000,9320.7,9,11,20,Furnished,Ready to Move,North-East,2,0,2,Clubhouse|Park|Gym|Power Backup|Swimming Pool|CCTV,59546,2022-06-27,Owner,Yes,1
PROP03007,Kolkata,Park Street,Studio,1,497,3700000,7444.67,27,36,2,Unfurnished,Under Construction,East,2,1,0,Parking|Park|Lift|Clubhouse|CCTV,11480,2022-12-02,Builder,No,1
PROP03008,Lucknow,Aliganj,Apartment,2,590,4100000,6949.15,24,30,5,Furnished,Ready to Move,North-East,2,1,0,Clubhouse|Lift|Park|Security|Parking|Power Backup|CCTV|Gym,14749,2022-08-17,Agent,Yes,1
PROP03009,Lucknow,Vikas Nagar,Apartment,3,1116,5900000,5286.74,10,12,1,Unfurnished,Ready to Move,South-East,4,2,1,Parking|Swimming Pool|Power Backup|Park|Security|Gym|Lift|Clubhouse,17288,2020-06-29,Builder,No,1
PROP03010,Ahmedabad,Thaltej,Villa,3,2105,19400000,9216.15,0,4,1,Semi-Furnished,Ready to Move,South,4,0,0,Security|CCTV|Power Backup|Swimming Pool|Clubhouse,50901,2019-05-18,Agent,No,1
PROP03011,Delhi,Karol Bagh,Apartment,3,881,11100000,12599.32,11,16,5,Unfurnished,Ready to Move,West,3,2,2,Power Backup|Clubhouse|Gym|CCTV|Parking|Lift|Security|Swimming Pool|Park,42017,2023-10-06,Builder,Yes,1
PROP03012,Ahmedabad,Thaltej,Villa,2,2465,22900000,9290.06,0,4,1,Furnished,Ready to Move,North-East,2,1,2,Clubhouse|Park|Lift|Power Backup|Swimming Pool|CCTV|Parking|Security,49299,2022-06-19,Builder,No,1
PROP03013,Bangalore,Koramangala,Apartment,5,642,11700000,18224.3,16,26,2,Furnished,Under Construction,West,5,1,2,Gym|Lift,40215,2023-07-02,Agent,Yes,1
PROP03014,Pune,Wakad,Apartment,2,620,8800000,14193.55,27,36,0,Semi-Furnished,Under Construction,South,2,1,2,Power Backup|Swimming Pool|Park|CCTV,19760,2020-05-16,Agent,Yes,1
PROP03015,Chennai,Anna Nagar,Apartment,3,783,7000000,8939.97,29,36,10,Unfurnished,Under Construction,South-East,3,3,1,CCTV|Parking|Gym|Power Backup|Swimming Pool|Clubhouse|Park|Lift,17050,2021-09-20,Agent,Yes,0
PROP03016,Jaipur,Jagatpura,Row House,3,1807,9800000,5423.35,0,4,5,Unfurnished,Ready to Move,South,4,1,0,Park|Swimming Pool|Parking|Gym|Security|Lift|CCTV|Power Backup|Clubhouse,27981,2019-08-09,Agent,No,1
PROP03017,Jaipur,Malviya Nagar,Apartment,3,596,3300000,5536.91,20,21,5,Unfurnished,Ready to Move,North-West,3,1,1,Park|Lift|Power Backup|Clubhouse|CCTV|Swimming Pool,13156,2023-09-22,Builder,Yes,1
PROP03018,Bangalore,Electronic City,Apartment,2,333,3900000,11711.71,8,13,5,Unfurnished,Ready to Move,North,3,2,2,Security|Lift|CCTV|Clubhouse|Swimming Pool,14430,2022-02-02,Builder,No,1
PROP03019,Jaipur,Vaishali Nagar,Apartment,3,809,7900000,9765.14,24,32,5,Furnished,Ready to Move,North-West,4,2,0,Lift|Power Backup|CCTV,20783,2021-07-14,Builder,No,1
PROP03020,Hyderabad,Hitech City,Villa,4,2310,24500000,10606.06,0,3,0,Unfurnished,Ready to Move,South,5,3,2,Power Backup|CCTV|Security|Swimming Pool|Gym|Parking|Clubhouse|Park|Lift,80181,2019-03-21,Builder,Yes,0
PROP03021,Chennai,Adyar,Independent House,2,2040,17400000,8529.41,0,10,0,Unfurnished,New Launch,North-West,2,2,1,Lift|Swimming Pool|Power Backup|Gym|Parking|Park,53472,2020-01-08,Owner,No,1
PROP03022,Lucknow,Indira Nagar,Independent House,4,1707,10000000,5858.23,0,5,10,Semi-Furnished,New Launch,North-West,4,1,2,Swimming Pool|CCTV|Clubhouse|Parking|Lift|Gym|Security,24250,2022-08-22,Builder,Yes,0
PROP03023,Jaipur,Vaishali Nagar,Villa,2,2117,12800000,6046.29,0,0,0,Unfurnished,New Launch,South,2,0,1,Security|Park|Power Backup|Lift|Clubhouse|CCTV,41482,2023-05-01,Agent,Yes,1
PROP03024,Hyderabad,Hitech City,Apartment,2,1130,9300000,8230.09,9,14,2,Semi-Furnished,Ready to Move,North,3,1,2,Clubhouse|Gym|Park|Parking|Swimming Pool|Security|Power Backup,28022,2021-05-14,Builder,No,0
PROP03025,Delhi,Saket,Independent House,2,1426,25300000,17741.94,0,2,0,Semi-Furnished,Ready to Move,South,3,0,1,Lift|Power Backup|Gym|Clubhouse|Parking|Park,72870,2022-09-08,Builder,Yes,0
PROP03026,Kolkata,Behala,Independent House,3,1722,11400000,6620.21,0,7,1,Unfurnished,Ready to Move,East,3,2,0,Power Backup|Lift|Security|Clubhouse|Park|Parking,31367,2022-03-17,Agent,Yes,1
PROP03027,Chennai,Sholinganallur,Apartment,2,938,7900000,8422.17,0,5,1,Unfurnished,Ready to Move,North-West,3,0,2,Swimming Pool|Gym|CCTV|Park|Clubhouse|Power Backup|Parking|Lift|Security,30057,2019-05-04,Builder,No,1
PROP03028,Kolkata,Behala,Apartment,4,989,9400000,9504.55,10,14,2,Furnished,Under Construction,South-East,4,3,2,Parking|Swimming Pool|Security|Clubhouse,28083,2021-04-18,Builder,Yes,1
PROP03029,Delhi,Saket,Apartment,3,798,14000000,17543.86,27,34,5,Semi-Furnished,New Launch,West,4,3,2,Security|CCTV|Power Backup|Gym|Clubhouse|Park|Lift|Swimming Pool,40803,2021-01-15,Agent,Yes,0
PROP03030,Jaipur,Mansarovar,Independent House,3,1806,15000000,8305.65,0,4,0,Semi-Furnished,Under Construction,South,4,0,0,Parking|Lift,55516,2023-05-24,Owner,No,1
PROP03031,Ahmedabad,Prahlad Nagar,Studio,1,300,2900000,9666.67,24,26,0,Semi-Furnished,Ready to Move,West,1,0,2,Clubhouse|Swimming Pool,10992,2021-05-29,Builder,Yes,0
PROP03032,Lucknow,Hazratganj,Apartment,4,768,3800000,4947.92,24,30,2,Semi-Furnished,Under Construction,South,4,3,0,Power Backup|Security|Clubhouse|Park|CCTV|Lift|Swimming Pool|Parking,9194,2021-02-05,Builder,Yes,1
PROP03033,Lucknow,Hazratganj,Apartment,2,990,6200000,6262.63,19,26,5,Semi-Furnished,Under Construction,East,2,1,1,Gym|Security|Swimming Pool|Power Backup|CCTV,24588,2021-05-29,Builder,Yes,0
PROP03034,Jaipur,Tonk Road,Villa,3,2003,17300000,8637.04,0,7,0,Semi-Furnished,Ready to Move,North-West,3,3,1,CCTV|Swimming Pool|Power Backup|Security|Gym|Parking,46513,2020-07-02,Agent,Yes,1
PROP03035,Chennai,Anna Nagar,Villa,3,2211,12900000,5834.46,0,2,20,Semi-Furnished,Under Construction,South,4,3,2,Power Backup|CCTV|Parking|Clubhouse,30598,2022-05-21,Builder,Yes,0
PROP03036,Bangalore,Indiranagar,Independent House,2,1889,22200000,11752.25,0,1,10,Semi-Furnished,Under Construction,South,2,1,0,Swimming Pool|CCTV|Clubhouse|Power Backup|Parking|Gym|Park|Security|Lift,46747,2020-10-03,Builder,No,1
PROP03037,Hyderabad,Jubilee Hills,Apartment,2,831,7500000,9025.27,13,18,15,Unfurnished,Ready to Move,South-East,3,1,0,Park|CCTV|Parking|Swimming Pool|Security|Power Backup,27986,2022-08-02,Owner,No,0
PROP03038,Lucknow,Mahanagar,Independent House,3,1834,8500000,4634.68,0,1,0,Unfurnished,New Launch,South,3,3,1,Parking|Park|Power Backup|Clubhouse|Lift|Security|CCTV|Swimming Pool|Gym,17434,2021-05-04,Agent,No,1
PROP03039,Delhi,Vasant Kunj,Row House,1,1407,19400000,13788.2,0,10,5,Semi-Furnished,Under Construction,South-East,2,0,1,Gym|Lift,55227,2020-12-29,Agent,Yes,0
PROP03040,Hyderabad,Madhapur,Apartment,3,858,8100000,9440.56,23,25,5,Furnished,New Launch,South-East,3,3,0,Security|CCTV|Power Backup|Clubhouse|Swimming Pool|Park|Lift|Gym,24742,2022-09-18,Owner,Yes,0
PROP03041,Hyderabad,Kondapur,Apartment,3,1022,9100000,8904.11,3,8,1,Semi-Furnished,Ready to Move,North-East,4,0,1,Power Backup|Parking|Gym|CCTV|Swimming Pool|Park,29353,2019-02-11,Builder,No,0
PROP03042,Bangalore,Whitefield,Apartment,3,931,15000000,16111.71,30,34,2,Unfurnished,Under Construction,South-East,3,1,0,CCTV|Gym|Power Backup|Park|Parking|Swimming Pool|Clubhouse|Security|Lift,40385,2020-12-28,Owner,Yes,1
PROP03043,Bangalore,Hebbal,Independent House,2,1682,23900000,14209.27,0,7,5,Furnished,Ready to Move,South,2,0,2,CCTV|Security|Swimming Pool|Park|Gym|Lift|Power Backup,54475,2019-10-04,Owner,Yes,0
PROP03044,Ahmedabad,Vastrapur,Apartment,2,944,8300000,8792.37,7,15,5,Furnished,Under Construction,North,3,1,1,Power Backup|Gym,22922,2023-08-17,Builder,Yes,1
PROP03045,Hyderabad,Kondapur,Apartment,3,1042,10400000,9980.81,9,16,2,Furnished,Under Construction,North-West,4,0,1,Security|CCTV,28947,2020-02-24,Builder,No,1
PROP03046,Mumbai,Andheri,Apartment,3,490,11400000,23265.31,28,38,2,Furnished,Under Construction,West,3,0,1,CCTV|Clubhouse|Lift|Parking|Security|Swimming Pool|Power Backup|Gym|Park,28896,2020-05-16,Builder,Yes,1
PROP03047,Hyderabad,Banjara Hills,Penthouse,2,3031,27600000,9105.91,4,5,0,Semi-Furnished,Ready to Move,East,3,1,0,Clubhouse|Gym|Power Backup|CCTV,101945,2019-06-16,Owner,Yes,0
PROP03048,Chennai,Anna Nagar,Villa,3,2132,20800000,9756.1,0,3,2,Semi-Furnished,Under Construction,West,3,1,2,Lift|Clubhouse|Park|Parking|Power Backup|Gym|Swimming Pool,78581,2023-11-30,Builder,No,1
PROP03049,Bangalore,Whitefield,Apartment,2,985,10400000,10558.38,4,10,10,Furnished,New Launch,East,3,2,0,Gym|CCTV,33722,2019-12-06,Builder,Yes,1
PROP03050,Mumbai,Borivali,Apartment,3,1139,25400000,22300.26,0,8,0,Furnished,Ready to Move,South,4,3,0,Parking|Park,61564,2022-05-01,Agent,Yes,1
PROP03051,Delhi,Vasant Kunj,Apartment,2,625,10100000,16160.0,15,20,0,Furnished,Ready to Move,West,3,0,1,Parking|Power Backup|Security|Swimming Pool|Gym|Clubhouse|CCTV|Park,33018,2023-05-02,Owner,Yes,0
PROP03052,Kolkata,Park Street,Row House,2,1458,9300000,6378.6,0,1,15,Furnished,Ready to Move,South-East,3,1,1,Security|Power Backup,36184,2022-06-15,Builder,Yes,0
PROP03053,Mumbai,Bandra,Apartment,3,842,17600000,20902.61,17,27,0,Semi-Furnished,Under Construction,North-East,3,2,2,Power Backup|Swimming Pool|Clubhouse|Lift|Parking,63081,2019-01-25,Agent,No,0
PROP03054,Jaipur,Vaishali Nagar,Apartment,3,743,4500000,6056.53,2,7,10,Furnished,Ready to Move,North-East,4,0,1,Lift|Clubhouse|Power Backup,17139,2023-10-30,Agent,No,0
PROP03055,Hyderabad,Banjara Hills,Row House,3,1946,13200000,6783.14,0,6,2,Unfurnished,Ready to Move,North-East,3,1,2,Parking|Security|Park|CCTV|Clubhouse|Lift,47538,2023-02-11,Owner,Yes,0
PROP03056,Jaipur,Vaishali Nagar,Apartment,3,728,4100000,5631.87,22,25,15,Semi-Furnished,Ready to Move,North,4,1,2,Parking|Lift|CCTV|Power Backup|Security|Gym|Swimming Pool|Park,14851,2023-08-07,Agent,Yes,0
PROP03057,Bangalore,HSR Layout,Apartment,3,788,10300000,13071.07,29,37,5,Unfurnished,Ready to Move,North,3,3,1,Clubhouse|Lift|Gym|Security|Swimming Pool|Parking,29230,2019-04-25,Agent,Yes,1
PROP03058,Ahmedabad,Bopal,Apartment,3,940,10500000,11170.21,12,16,0,Furnished,Ready to Move,North-East,3,0,0,Gym|Power Backup,30007,2019-02-22,Builder,Yes,1
PROP03059,Pune,Wakad,Independent House,2,1559,12300000,7889.67,0,5,15,Unfurnished,New Launch,North,3,1,0,Clubhouse|CCTV|Power Backup,47693,2022-11-07,Owner,Yes,1
PROP03060,Bangalore,Koramangala,Villa,5,2120,21200000,10000.0,0,6,0,Unfurnished,Under Construction,South,5,1,1,Power Backup|Parking|Park,45683,2022-11-09,Owner,Yes,1
PROP03061,Lucknow,Vikas Nagar,Apartment,2,963,6000000,6230.53,22,23,5,Semi-Furnished,Under Construction,South-East,3,1,0,Power Backup|CCTV|Lift|Park|Clubhouse,20685,2022-04-22,Owner,No,0
PROP03062,Chennai,Sholinganallur,Villa,1,2133,20100000,9423.35,0,5,15,Furnished,Ready to Move,North-West,2,0,2,Clubhouse|Power Backup|Swimming Pool|Park|Security|CCTV|Parking|Gym|Lift,56960,2020-04-24,Owner,Yes,1
PROP03063,Mumbai,Worli,Independent House,1,1781,32800000,18416.62,0,4,10,Unfurnished,New Launch,East,2,1,2,Power Backup|Clubhouse,114211,2020-01-07,Builder,Yes,1
PROP03064,Lucknow,Mahanagar,Apartment,1,794,4800000,6045.34,2,4,5,Semi-Furnished,Ready to Move,North,1,1,0,CCTV|Parking|Power Backup|Lift|Park|Gym|Swimming Pool,14801,2020-03-22,Builder,No,0
PROP03065,Lucknow,Hazratganj,Apartment,1,597,2900000,4857.62,6,8,5,Semi-Furnished,Ready to Move,South,2,0,0,CCTV|Security|Parking|Clubhouse,7232,2021-11-25,Agent,Yes,1
PROP03066,Delhi,Vasant Kunj,Villa,2,2264,34200000,15106.01,0,1,2,Furnished,Under Construction,South,3,0,2,Security|Parking,83905,2020-01-09,Agent,Yes,0
PROP03067,Delhi,Noida Ext,Apartment,1,1250,15500000,12400.0,9,18,15,Semi-Furnished,Ready to Move,North-West,1,1,2,Parking|Power Backup|Lift,57054,2019-12-15,Agent,Yes,1
PROP03068,Mumbai,Thane,Penthouse,2,2803,80700000,28790.58,11,19,0,Furnished,Under Construction,South,3,1,1,Swimming Pool|Power Backup|Clubhouse|Security|CCTV|Parking|Park|Lift|Gym,229631,2020-05-08,Owner,No,0
PROP03069,Pune,Wakad,Apartment,3,945,9900000,10476.19,12,19,10,Furnished,Ready to Move,East,3,0,0,Security|Lift|Power Backup|Park|CCTV|Parking|Clubhouse,39563,2021-12-18,Owner,Yes,0
PROP03070,Kolkata,New Town,Apartment,2,1038,8100000,7803.47,7,8,15,Furnished,Ready to Move,East,3,2,0,Gym|Lift|Park|Parking|Power Backup|Clubhouse|Swimming Pool|CCTV|Security,26034,2021-08-28,Builder,Yes,1
PROP03071,Ahmedabad,Maninagar,Villa,2,1946,17300000,8890.03,0,1,10,Semi-Furnished,Ready to Move,North,3,1,0,Gym|Lift|Parking|Power Backup|CCTV|Swimming Pool|Clubhouse|Security|Park,59356,2023-09-24,Agent,Yes,1
PROP03072,Mumbai,Powai,Apartment,3,1240,25100000,20241.94,15,17,0,Semi-Furnished,Under Construction,North-West,3,1,0,Swimming Pool|Power Backup|Parking|Lift|Park|Clubhouse|Gym,77356,2020-10-09,Owner,No,1
PROP03073,Kolkata,New Town,Apartment,2,940,8100000,8617.02,27,28,10,Semi-Furnished,Ready to Move,East,2,0,1,Clubhouse|Security,22625,2019-01-22,Owner,No,1
PROP03074,Kolkata,Salt Lake,Apartment,3,1226,10700000,8727.57,16,24,0,Semi-Furnished,Under Construction,North-East,3,0,0,Security|CCTV|Clubhouse|Swimming Pool|Gym|Lift|Parking|Power Backup|Park,27367,2019-08-27,Builder,No,1
PROP03075,Mumbai,Borivali,Row House,5,1453,29000000,19958.71,0,0,1,Unfurnished,Under Construction,West,5,0,0,Lift|Clubhouse|Security|Power Backup|Gym,93565,2019-01-29,Owner,Yes,0
PROP03076,Bangalore,Hebbal,Studio,1,763,12400000,16251.64,22,30,0,Furnished,Ready to Move,South-East,1,1,2,Power Backup|Parking|Security|Park|Gym|CCTV|Lift,40936,2019-02-27,Owner,No,1
PROP03077,Kolkata,Alipore,Apartment,4,1055,10400000,9857.82,14,20,2,Semi-Furnished,New Launch,West,4,0,0,CCTV|Power Backup|Gym|Swimming Pool|Lift|Parking|Security|Clubhouse|Park,28949,2019-03-22,Owner,No,1
PROP03078,Lucknow,Hazratganj,Row House,2,1710,7900000,4619.88,0,8,10,Unfurnished,New Launch,East,3,1,2,Lift|Swimming Pool,15838,2019-01-17,Agent,Yes,1
PROP03079,Jaipur,Jagatpura,Apartment,2,946,6800000,7188.16,11,12,0,Furnished,Ready to Move,North-West,3,1,1,Security|Clubhouse|Park|Power Backup|Parking|Lift|Gym,14535,2021-03-25,Owner,No,1
PROP03080,Ahmedabad,Thaltej,Apartment,3,850,7600000,8941.18,6,12,10,Furnished,Ready to Move,South-East,3,2,2,Lift|Park|Power Backup,19167,2019-11-03,Builder,No,1
PROP03081,Bangalore,Indiranagar,Villa,3,2440,27000000,11065.57,0,4,5,Unfurnished,Ready to Move,South-East,4,1,1,Park|Swimming Pool|CCTV|Lift|Clubhouse,64065,2023-01-04,Agent,No,0
PROP03082,Chennai,Sholinganallur,Apartment,3,928,10000000,10775.86,5,7,5,Furnished,Under Construction,East,3,3,2,CCTV|Parking|Gym|Lift|Security,35846,2022-02-05,Builder,Yes,0
PROP03083,Hyderabad,Jubilee Hills,Villa,1,1806,12100000,6699.89,0,0,2,Unfurnished,New Launch,West,1,1,1,Clubhouse|Swimming Pool|Lift|Parking|CCTV|Power Backup,29268,2023-03-28,Owner,No,1
PROP03084,Jaipur,Mansarovar,Penthouse,4,2576,18200000,7065.22,6,9,10,Unfurnished,Under Construction,South-East,4,2,1,Gym|Park|Parking|CCTV|Swimming Pool|Security|Power Backup|Clubhouse,61028,2023-04-04,Builder,No,0
PROP03085,Pune,Baner,Villa,1,2162,30800000,14246.07,0,7,2,Furnished,Ready to Move,West,1,1,1,Power Backup|Security|CCTV|Swimming Pool|Gym,72885,2022-08-28,Agent,Yes,1
PROP03086,Chennai,Velachery,Villa,3,2261,28700000,12693.5,0,3,0,Semi-Furnished,Ready to Move,East,4,1,0,Gym|CCTV|Power Backup|Swimming Pool|Parking|Clubhouse,107170,2020-10-25,Builder,Yes,1
PROP03087,Mumbai,Andheri,Apartment,4,888,23500000,26463.96,11,21,0,Semi-Furnished,Under Construction,East,5,3,2,Clubhouse|Gym|Lift|Power Backup|Security,81510,2022-01-17,Agent,Yes,0
